Chromophore,Solvent,Lifetime (ns)
CC(C)(C)c1ccc(N(c2ccc(C(C)(C)C)cc2)c2ccc(S(=O)(=O)c3ccc(N(c4ccc(C(C)(C)C)cc4)c4ccc(C(C)(C)C)cc4)cc3)cc2)cc1,O=P(c1ccccc1)(c1ccccc1)c1ccccc1Oc1ccccc1P(=O)(c1ccccc1)c1ccccc1,1.1631508098056809
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(S(=O)(=O)c2ccc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cc2)cc1,Cc1ccccc1,1.667706820558076
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(S(=O)(=O)c2ccc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cc2)cc1,O=P(c1ccccc1)(c1ccccc1)c1ccccc1Oc1ccccc1P(=O)(c1ccccc1)c1ccccc1,2.028148247292285
CC(C)(C)c1ccc(-c2nnc(-c3c(-n4c5ccccc5c5ccccc54)c(-n4c5ccccc5c5ccccc54)c(-c4nnc(-c5ccc(C(C)(C)C)cc5)o4)c(-n4c5ccccc5c5ccccc54)c3-n3c4ccccc4c4ccccc43)o2)cc1,Cc1ccccc1,2.5416019934645457
N#Cc1cc(-n2c3ccccc3c3ccccc32)c(C#N)cc1-n1c2ccccc2c2ccccc21,c1ccc2c(c1)c1ccccc1n2P1(n2c3ccccc3c3ccccc32)=NP(n2c3ccccc3c3ccccc32)(n2c3ccccc3c3ccccc32)=NP(n2c3ccccc3c3ccccc32)(n2c3ccccc3c3ccccc32)=N1,3.5263605246161616
N#Cc1c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c1-n1c2ccccc2c2ccccc21,Cc1ccccc1,1.33500106673234
Cc1ccc2c(c1)c1cc(C)ccc1n2-c1c(-n2c3ccccc3c3ccccc32)c(C#N)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccc(C)cc3c3cc(C)ccc32)c1-n1c2ccccc2c2ccccc21,Cc1ccccc1,1.7749523509116738
N#Cc1c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccc(-c4ccccc4)cc3c3cc(-c4ccccc4)ccc32)c1-n1c2ccccc2c2ccccc21,Cc1ccccc1,1.9459101490553132
N#Cc1c(-n2c3ccccc3c3ccccc32)c(-n2c3ccc(-c4ccccc4)cc3c3cc(-c4ccccc4)ccc32)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccc(-c4ccccc4)cc3c3cc(-c4ccccc4)ccc32)c1-n1c2ccccc2c2ccccc21,Cc1ccccc1,1.7578579175523736
N#Cc1c(-n2c3ccc(-c4ccccc4)cc3c3cc(-c4ccccc4)ccc32)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccc(-c4ccccc4)cc3c3cc(-c4ccccc4)ccc32)c(-n2c3ccccc3c3ccccc32)c1-n1c2ccc(-c3ccccc3)cc2c2cc(-c3ccccc3)ccc21,Cc1ccccc1,1.6486586255873816
N#Cc1c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c1-n1c2ccccc2c2ccccc21,c1cc(-c2cccc(-n3c4ccccc4c4ccccc43)c2)cc(-n2c3ccccc3c3ccccc32)c1,1.1631508098056809
N#Cc1c(-n2c3ccccc3c3ccccc32)c(-n2c3ccc(-c4ccccc4)cc3c3cc(-c4ccccc4)ccc32)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccc(-c4ccccc4)cc3c3cc(-c4ccccc4)ccc32)c1-n1c2ccccc2c2ccccc21,c1cc(-c2cccc(-n3c4ccccc4c4ccccc43)c2)cc(-n2c3ccccc3c3ccccc32)c1,1.5040773967762742
Cc1cc(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)cc1C#N,c1cc(-c2cccc(-n3c4ccccc4c4ccccc43)c2)cc(-n2c3ccccc3c3ccccc32)c1,2.683074215032033
Cc1cc(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)cc1C#N,c1ccc2c(c1)c1ccccc1n2-c1ccc2sc3ccc(-n4c5ccccc5c5ccccc54)cc3c2c1,3.2722270003651954
Cc1cc(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)cc1C#N,c1ccc2c(c1)c1ccccc1n2-c1ccc2sc3ccc(-n4c5ccccc5c5cccnc54)cc3c2c1,2.757475084429733
Cc1cc(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)cc1C#N,c1ccc2c(c1)c1cccnc1n2-c1ccc2sc3ccc(-n4c5ccccc5c5cccnc54)cc3c2c1,2.972463646614637
N#Cc1cc(C#N)cc(-n2c3ccccc3c3cc(-c4ccc5c(c4)c4ccccc4n5-c4cc(C#N)cc(C#N)c4)ccc32)c1,Cc1ccccc1,3.1780538303479458
N#Cc1cccc(C#N)c1-n1c2ccccc2c2cc(-c3ccc4c(c3)c3ccccc3n4-c3c(C#N)cccc3C#N)ccc21,Cc1ccccc1,3.332204510175204
N#Cc1c(-n2c3ccc(Cl)cc3c3cc(Cl)ccc32)c(C#N)c(-n2c3ccc(Cl)cc3c3cc(Cl)ccc32)c(-n2c3ccc(Cl)cc3c3cc(Cl)ccc32)c1-n1c2ccc(Cl)cc2c2cc(Cl)ccc21,Cc1ccccc1,-0.916290731874155
N#Cc1c(-n2c3ccccc3c3cc(Br)ccc32)c(C#N)c(-n2c3ccccc3c3cc(Br)ccc32)c(-n2c3ccccc3c3cc(Br)ccc32)c1-n1c2ccccc2c2cc(Br)ccc21,Cc1ccccc1,-0.916290731874155
N#Cc1c(-n2c3ccc(Br)cc3c3cc(Br)ccc32)c(C#N)c(-n2c3ccc(Br)cc3c3cc(Br)ccc32)c(-n2c3ccc(Br)cc3c3cc(Br)ccc32)c1-n1c2ccc(Br)cc2c2cc(Br)ccc21,Cc1ccccc1,-0.916290731874155
N#Cc1c(-n2c3ccccc3c3cc(I)ccc32)c(C#N)c(-n2c3ccccc3c3cc(I)ccc32)c(-n2c3ccccc3c3cc(I)ccc32)c1-n1c2ccccc2c2cc(I)ccc21,Cc1ccccc1,-0.916290731874155
N#Cc1c(-n2c3ccc(I)cc3c3cc(I)ccc32)c(C#N)c(-n2c3ccc(I)cc3c3cc(I)ccc32)c(-n2c3ccc(I)cc3c3cc(I)ccc32)c1-n1c2ccc(I)cc2c2cc(I)ccc21,Cc1ccccc1,-0.916290731874155
N#Cc1c(-n2c3ccccc3c3cc(Br)ccc32)c(-n2c3ccccc3c3cc(Br)ccc32)c(C#N)c(-n2c3ccccc3c3cc(Br)ccc32)c1-n1c2ccccc2c2cc(Br)ccc21,Cc1ccccc1,-0.916290731874155
N#Cc1c(-n2c3ccc(Br)cc3c3cc(Br)ccc32)c(-n2c3ccc(Br)cc3c3cc(Br)ccc32)c(C#N)c(-n2c3ccc(Br)cc3c3cc(Br)ccc32)c1-n1c2ccc(Br)cc2c2cc(Br)ccc21,Cc1ccccc1,-1.2039728043259361
N#Cc1c(-n2c3ccccc3c3cc(I)ccc32)c(-n2c3ccccc3c3cc(I)ccc32)c(C#N)c(-n2c3ccccc3c3cc(I)ccc32)c1-n1c2ccccc2c2cc(I)ccc21,Cc1ccccc1,-1.2039728043259361
N#Cc1c(-n2c3ccc(I)cc3c3cc(I)ccc32)c(-n2c3ccc(I)cc3c3cc(I)ccc32)c(C#N)c(-n2c3ccc(I)cc3c3cc(I)ccc32)c1-n1c2ccc(I)cc2c2cc(I)ccc21,Cc1ccccc1,-2.3025850929940455
CC1(C)c2ccccc2N(c2cc(C#N)c(C#N)cc2N2c3ccccc3C(C)(C)c3ccccc32)c2ccccc21,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,3.713572066704308
N#Cc1cc(N2c3ccccc3Oc3ccccc32)c(N2c3ccccc3Oc3ccccc32)cc1C#N,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,2.995732273553991
N#Cc1cc(N2c3ccccc3Sc3ccccc32)c(N2c3ccccc3Sc3ccccc32)cc1C#N,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,3.8753590210565547
N#Cc1c(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c(C#N)c(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c(C#N)c1-c1ccc(N(c2ccccc2)c2ccccc2)cc1,O=P(c1ccccc1)(c1ccccc1)c1ccccc1Oc1ccccc1P(=O)(c1ccccc1)c1ccccc1,1.826350913961674
N#Cc1c(-n2c3ccccc3c3ccccc32)nc(-n2c3ccccc3c3ccccc32)c(C#N)c1-c1ccccc1,c1cc(-c2cccc(-n3c4ccccc4c4ccccc43)c2)cc(-n2c3ccccc3c3ccccc32)c1,2.272125885509337
Cc1c(C)c(B(c2c(C)c(C)c(C#N)c(C)c2C)c2c(C)c(C)c(N3c4ccccc4Oc4ccccc43)c(C)c2C)c(C)c(C)c1C#N,c1ccc([Si](c2ccccc2)(c2ccc(-n3c4ccccc4c4ccccc43)cc2)c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,3.4657359027997265
Cc1c(C)c(B(c2c(C)c(C)c(N3c4ccccc4Oc4ccccc43)c(C)c2C)c2c(C)c(C)c(N3c4ccccc4Oc4ccccc43)c(C)c2C)c(C)c(C)c1C#N,c1ccc([Si](c2ccccc2)(c2ccc(-n3c4ccccc4c4ccccc43)cc2)c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,2.8903717578961645
c1cc2ccc3cccc4ccc(c1)c2c34,CCCCCC,4.368181227851829
c1cc2ccc3cccc4ccc(c1)c2c34,ClCCl,4.648229675448539
c1cc2ccc3cccc4ccc(c1)c2c34,CO,4.700480365792417
CCCCc1ccc2ccc3cccc4ccc1c2c34,CCCCCC,4.235554730773624
CCCCc1ccc2ccc3cccc4ccc1c2c34,ClCCl,4.143134726391533
CCCCc1ccc2ccc3cccc4ccc1c2c34,CO,5.026508643252546
CCCCc1ccc2ccc3c(CCCC)ccc4ccc1c2c43,CCCCCC,4.056988775678332
CCCCc1ccc2ccc3c(CCCC)ccc4ccc1c2c43,ClCCl,3.7376696182833684
CCCCc1ccc2ccc3c(CCCC)ccc4ccc1c2c43,CO,4.257030144499196
CCCCc1ccc2ccc3c(CCCC)cc(CCCC)c4ccc1c2c34,CCCCCC,4.07753744390572
CCCCc1ccc2ccc3c(CCCC)cc(CCCC)c4ccc1c2c34,ClCCl,3.899950424193877
CCCCc1ccc2ccc3c(CCCC)cc(CCCC)c4ccc1c2c34,CO,4.35799005684564
CCCCc1cc(CCCC)c2ccc3c(CCCC)cc(CCCC)c4ccc1c2c43,CCCCCC,4.186619838331271
CCCCc1cc(CCCC)c2ccc3c(CCCC)cc(CCCC)c4ccc1c2c43,ClCCl,4.037774210733707
CCCCc1cc(CCCC)c2ccc3c(CCCC)cc(CCCC)c4ccc1c2c43,CO,4.31748811353631
Cc1ccc2ccc3cccc4ccc1c2c34,CCCCCC,4.216562194946349
Cc1ccc2ccc3cccc4ccc1c2c34,ClCCl,4.370712874773608
Cc1ccc2ccc3cccc4ccc1c2c34,CO,4.882801922586371
CC(C)c1ccc2ccc3cccc4ccc1c2c34,CCCCCC,3.92395157629342
CC(C)c1ccc2ccc3cccc4ccc1c2c34,ClCCl,4.354141431184346
CC(C)c1ccc2ccc3cccc4ccc1c2c34,CO,5.005287687769661
CC(C)(C)c1ccc2ccc3cccc4ccc1c2c34,CCCCCC,4.210645017918261
CC(C)(C)c1ccc2ccc3cccc4ccc1c2c34,ClCCl,4.454347296253507
CC(C)(C)c1ccc2ccc3cccc4ccc1c2c34,CO,5.042133961155627
C[Si](C)(C)c1ccc2ccc3cccc4ccc1c2c34,CCCCCC,4.203198967134183
C[Si](C)(C)c1ccc2ccc3cccc4ccc1c2c34,ClCCl,4.545420181582317
C[Si](C)(C)c1ccc2ccc3cccc4ccc1c2c34,CO,5.162497643405501
Cc1ccc2ccc3c(C)ccc4ccc1c2c43,CCCCCC,4.001863709427935
Cc1ccc2ccc3c(C)ccc4ccc1c2c43,ClCCl,3.6270040503958487
Cc1ccc2ccc3c(C)ccc4ccc1c2c43,CO,4.1666652238017265
CC(C)c1ccc2ccc3c(C(C)C)ccc4ccc1c2c43,CCCCCC,3.9684033388642534
CC(C)c1ccc2ccc3c(C(C)C)ccc4ccc1c2c43,ClCCl,3.696351468952637
CC(C)c1ccc2ccc3c(C(C)C)ccc4ccc1c2c43,CO,4.450852825603734
CC(C)(C)c1ccc2ccc3c(C(C)(C)C)ccc4ccc1c2c43,CCCCCC,4.109233174715851
CC(C)(C)c1ccc2ccc3c(C(C)(C)C)ccc4ccc1c2c43,ClCCl,3.763522997109702
CC(C)(C)c1ccc2ccc3c(C(C)(C)C)ccc4ccc1c2c43,CO,4.364371699435161
C[Si](C)(C)c1ccc2ccc3c([Si](C)(C)C)ccc4ccc1c2c43,CCCCCC,3.983413001514819
C[Si](C)(C)c1ccc2ccc3c([Si](C)(C)C)ccc4ccc1c2c43,ClCCl,4.182050142641207
C[Si](C)(C)c1ccc2ccc3c([Si](C)(C)C)ccc4ccc1c2c43,CO,4.273884476054178
Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,O,-7.418580902748128
Nc1nc2c([nH]c(=O)n2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,O,-7.1308988302963465
Cc1ccc(-c2ccc(/C=C/c3cccn3C)cn2)nc1,CCCCCC,-0.15082288973458366
Cc1ccc(-c2ccc(/C=C/c3cccn3C)cn2)nc1,c1ccccc1,-0.6733445532637656
Cc1ccc(-c2ccc(/C=C/c3cccn3C)cn2)nc1,C1COCCO1,-0.527632742082372
Cc1ccc(-c2ccc(/C=C/c3cccn3C)cn2)nc1,Cc1ccccc1,-0.579818495252942
Cc1ccc(-c2ccc(/C=C/c3cccn3C)cn2)nc1,ClC(Cl)Cl,-0.4780358009429998
Cc1ccc(-c2ccc(/C=C/c3cccn3C)cn2)nc1,CCO,-0.08338160893905101
Cc1ccc(-c2ccc(/C=C/c3cccn3C)cn2)nc1,CO,0.0
Cc1ccc(-c2ccc(/C=C/c3cccn3C)cn2)nc1,CC#N,-0.6733445532637656
Cc1ccc(-c2ccc(/C=C/c3cccn3C)cn2)nc1,CN(C)C=O,-0.4307829160924542
Cc1ccc(-c2ccc(/C=C/c3cccn3C)cn2)nc1,CS(C)=O,-0.4462871026284195
Cc1ccc(-c2ccc(/C=C/c3ccccc3)cn2)nc1,CC#N,0.058268908123975824
Cc1ccc(-c2ccc(/C=C/c3ccc(Cl)cc3)cn2)nc1,CC#N,0.009950330853168092
Cc1ccc(-c2ccc(/C=C/c3ccc(F)cc3)cn2)nc1,CC#N,-0.01005033585350145
COc1ccc(/C=C/c2ccc(-c3ccc(C)cn3)nc2)cc1,CC#N,-0.5447271754416722
Cc1ccc(-c2ccc(/C=C/c3cccs3)cn2)nc1,CC#N,-1.4696759700589417
Cc1ccc(-c2ccc(/C=C/c3ccc(N(C)C)cc3)cn2)nc1,CC#N,0.19885085874516517
Cc1ccc(-c2ccc(/C=C/c3ccc([N+](=O)[O-])cc3)cn2)nc1,CC#N,-1.171182981502945
Cc1ccc(-c2ccc(/C=C/c3ccc(C#N)cc3)cn2)nc1,CC#N,-0.5108256237659907
Cc1ccc(-c2ccc(/C=C/c3ccc(Br)n3C)cn2)nc1,CC#N,-0.4155154439616658
c1ccc2c(c1)ccc1ccc3ccc4ccccc4c3c12,ClC(Cl)Cl,3.258096538021482
N#Cc1cc2ccc3cc(C#N)c4ccccc4c3c2c2ccccc12,ClC(Cl)Cl,2.4336133554004498
COc1ccc2c(c1)c(C#N)cc1c(OC)c(OC)c3cc(C#N)c4cc(OC)ccc4c3c12,ClC(Cl)Cl,1.791759469228055
COc1ccc2c(C=C(C#N)C#N)cc3ccc4cc(C=C(C#N)C#N)c5ccc(OC)cc5c4c3c2c1,ClC(Cl)Cl,0.4054651081081644
COc1ccc2c(C#N)cc3ccc4cc(C#N)c5ccc(OC)cc5c4c3c2c1,ClC(Cl)Cl,2.3513752571634776
CN(C)c1ccc2cc3c(cc2c1)OCCN=C3,CS(C)=O,1.4816045409242156
CCC/N=C/c1cc2ccc(N(C)C)cc2cc1OC,CS(C)=O,1.3862943611198906
Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,CC#N,-4.71654877397148
[O-]c1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1[O-],C1CCOC1,-5.62960307648195
COC(=O)/C(C#N)=c1/cc/c(=c2/cc/c(=C(\C#N)C(=O)OC)s2)s1,Cc1ccccc1,-4.135166556742356
CCCCCCc1ccc(/C=C/c2ccc(CCCCCC)s2)s1,Cc1ccccc1,-1.6607312068216509
CCCCCCc1cc2/c(=C(\C#N)C(=O)OC)s/c(=c3/s/c(=C(/C#N)C(=O)OC)c4cc(CCCCCC)sc34)c2s1,Cc1ccccc1,-0.5978370007556204
COC(=O)/C(C#N)=c1\s/c(=c2/s/c(=C(/C#N)C(=O)OC)c3cc(-c4ccc(C(F)(F)F)cc4)sc23)c2sc(-c3ccc(C(F)(F)F)cc3)cc12,Cc1ccccc1,0.8415671856782185
COC(=O)/C(C#N)=c1\s/c(=c2/s/c(=C(/C#N)C(=O)OC)c3cc(-c4ccc(F)cc4)sc23)c2sc(-c3ccc(F)cc3)cc12,Cc1ccccc1,1.0647107369924282
COC(=O)/C(C#N)=c1\s/c(=c2/s/c(=C(/C#N)C(=O)OC)c3cc(-c4ccccc4)sc23)c2sc(-c3ccccc3)cc12,Cc1ccccc1,1.0367368849500223
COC(=O)/C(C#N)=c1\s/c(=c2/s/c(=C(/C#N)C(=O)OC)c3cc(-c4ccc(C)cc4)sc23)c2sc(-c3ccc(C)cc3)cc12,Cc1ccccc1,1.2237754316221157
COC(=O)/C(C#N)=c1\s/c(=c2/s/c(=C(/C#N)C(=O)OC)c3cc(-c4ccc(OC)cc4)sc23)c2sc(-c3ccc(OC)cc3)cc12,Cc1ccccc1,1.472472057360943
COC(=O)/C(C#N)=c1\s/c(=c2/s/c(=C(/C#N)C(=O)OC)c3cc(-c4ccc5c(c4)C(C)(C)c4ccccc4-5)sc23)c2sc(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc12,Cc1ccccc1,1.4770487243883548
COc1ccc2cc3c(C)cc(=O)oc3cc2c1,CCOC(C)=O,-2.7181005369557116
COc1ccc2cc3c(C)cc(=O)oc3cc2c1,CC#N,-1.0498221244986778
COc1ccc2cc3c(C)cc(=O)oc3cc2c1,ClC(Cl)Cl,-0.5621189181535413
COc1ccc2cc3c(C)cc(=O)oc3cc2c1,CCO,1.4350845252893227
COc1ccc2cc3c(C)cc(=O)oc3cc2c1,CO,1.9021075263969205
COc1ccc2cc3c(C)cc(=O)oc3cc2c1,OCC(F)(F)F,2.5649493574615367
O=C1c2ccccc2-c2ccc(Nc3nc(Cl)nc(Cl)n3)c3cccc1c23,Cc1ccccc1,-0.10536051565782628
O=C1c2ccccc2-c2ccc(Nc3nc(Cl)nc(Cl)n3)c3cccc1c23,CCCCOCCCC,-0.6931471805599453
O=C1c2ccccc2-c2ccc(Nc3nc(Cl)nc(Cl)n3)c3cccc1c23,Clc1ccccc1,0.6931471805599453
O=C1c2ccccc2-c2ccc(Nc3nc(Cl)nc(Cl)n3)c3cccc1c23,CCOCC,-0.35667494393873245
O=C1c2ccccc2-c2ccc(Nc3nc(Cl)nc(Cl)n3)c3cccc1c23,CCOC(C)=O,0.47000362924573563
O=C1c2ccccc2-c2ccc(Nc3nc(Cl)nc(Cl)n3)c3cccc1c23,N#Cc1ccccc1,1.791759469228055
O=C1c2ccccc2-c2ccc(Nc3nc(Cl)nc(Cl)n3)c3cccc1c23,O=C1CCCCC1,1.2237754316221157
O=C1c2ccccc2-c2ccc(Nc3nc(Cl)nc(Cl)n3)c3cccc1c23,CC(C)O,2.0412203288596382
O=C1c2ccccc2-c2ccc(Nc3nc(Cl)nc(Cl)n3)c3cccc1c23,CC(C)=O,1.5040773967762742
O=C1c2ccccc2-c2ccc(Nc3nc(Cl)nc(Cl)n3)c3cccc1c23,CC#N,1.8870696490323797
O=C1c2ccccc2-c2ccc(Nc3nc(Cl)nc(Cl)n3)c3cccc1c23,CO,2.028148247292285
COc1nc(Cl)nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)n1,Cc1ccccc1,1.0296194171811581
COc1nc(Cl)nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)n1,CCCCOCCCC,-0.10536051565782628
COc1nc(Cl)nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)n1,Clc1ccccc1,1.6863989535702288
COc1nc(Cl)nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)n1,CCOCC,0.47000362924573563
COc1nc(Cl)nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)n1,CCOC(C)=O,1.3609765531356006
COc1nc(Cl)nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)n1,N#Cc1ccccc1,2.0541237336955462
COc1nc(Cl)nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)n1,O=C1CCCCC1,1.840549633397487
COc1nc(Cl)nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)n1,CC(C)O,2.0794415416798357
COc1nc(Cl)nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)n1,CC(C)=O,2.0412203288596382
COc1nc(Cl)nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)n1,CC#N,2.128231705849268
COc1nc(Cl)nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)n1,CO,2.0412203288596382
COc1nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)nc(OC)n1,Cc1ccccc1,1.7227665977411035
COc1nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)nc(OC)n1,CCCCOCCCC,1.308332819650179
COc1nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)nc(OC)n1,Clc1ccccc1,2.0014800002101243
COc1nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)nc(OC)n1,CCOCC,1.589235205116581
COc1nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)nc(OC)n1,CCOC(C)=O,1.9878743481543455
COc1nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)nc(OC)n1,N#Cc1ccccc1,1.9459101490553132
COc1nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)nc(OC)n1,O=C1CCCCC1,2.0014800002101243
COc1nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)nc(OC)n1,CC(C)O,2.0412203288596382
COc1nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)nc(OC)n1,CC(C)=O,2.1400661634962708
COc1nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)nc(OC)n1,CC#N,2.2192034840549946
COc1nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)nc(OC)n1,CO,2.0014800002101243
COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,Cc1ccccc1,0.3364722366212129
COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CCCCOCCCC,-0.5108256237659907
COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,Clc1ccccc1,1.791759469228055
COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CCOCC,-0.10536051565782628
COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CCOC(C)=O,1.410986973710262
COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,N#Cc1ccccc1,2.6461747973841225
COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,O=C1CCCCC1,2.0541237336955462
COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CC(C)O,2.5416019934645457
COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CC(C)=O,2.3513752571634776
COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CC#N,2.580216829592325
COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CO,2.533696813957432
CC(=O)Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,Cc1ccccc1,1.0296194171811581
CC(=O)Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CCCCOCCCC,0.6418538861723947
CC(=O)Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,Clc1ccccc1,1.7749523509116738
CC(=O)Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CCOCC,0.9555114450274363
CC(=O)Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CCOC(C)=O,1.8870696490323797
CC(=O)Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,N#Cc1ccccc1,2.2823823856765264
CC(=O)Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,O=C1CCCCC1,2.1162555148025524
CC(=O)Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CC(C)O,2.2300144001592104
CC(=O)Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CC(C)=O,2.272125885509337
CC(=O)Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CC#N,2.33214389523559
CC(=O)Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CO,2.1162555148025524
Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,Cc1ccccc1,2.2192034840549946
Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CCCCOCCCC,2.2192034840549946
Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,Clc1ccccc1,2.151762203259462
Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CCOCC,2.2512917986064953
Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CCOC(C)=O,1.9600947840472698
Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,N#Cc1ccccc1,2.0149030205422647
Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,O=C1CCCCC1,2.0541237336955462
Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CC(C)O,0.6931471805599453
Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CC(C)=O,1.9315214116032138
Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CC#N,1.7749523509116738
Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CO,0.4054651081081644
CC(C)(C)c1ccc2c(c1)-c1cc3c4c(c5c6c(cc7c8c(c-2c1c4c86)-c1ccc(C(C)(C)C)cc1-7)-c1cc(C(C)(C)C)ccc1-5)-c1ccc(C(C)(C)C)cc1-3,CCCCCC,-0.4942963218147801
CC(C)(C)c1ccc2c(c1)-c1cc3c4c(c5c6c(cc7c8c(c-2c1c4c86)-c1ccc(C(C)(C)C)cc1-7)-c1cc(C(C)(C)C)ccc1-5)-c1ccc(C(C)(C)C)cc1-3,Cc1ccccc1,-0.5008752929128226
CC(C)(C)c1ccc2c(c1)-c1cc3c4c(c5c6c(cc7c8c(c-2c1c4c86)-c1ccc(C(C)(C)C)cc1-7)-c1cc(C(C)(C)C)ccc1-5)-c1ccc(C(C)(C)C)cc1-3,CCOCC,-0.4812668215244463
